pair,corpus,scene,pair_kind,mode,layout,season,height_m,tilt_deg,scale_ratio,covis_frac,b_px,src_split,geo_cluster,split,gt_class,gt_sigma_px,gt_sigma_src,weight,slice,modality,bytes
pair_L08_xDOP0372_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.2,21.61,0.716,0.9951,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2421498
pair_L08_xDOP0373_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,75.7,22.58,0.538,0.8569,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2009575
pair_L08_xDOP0374_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.5,21.86,0.66,0.7051,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1830210
pair_L08_xDOP0375_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,74.4,20.83,0.707,0.9985,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2623757
pair_L08_xDOP0376_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.3,20.61,0.762,0.3912,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1544596
pair_L08_xDOP0377_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,99.1,22.18,0.735,0.9997,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2496033
pair_L08_xDOP0378_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.6,21.19,0.699,0.9997,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2444635
pair_L08_xDOP0379_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.7,21.27,0.744,0.9543,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2505244
pair_L08_xDOP0380_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,86.7,21.76,0.747,0.6108,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1865695
pair_L08_xDOP0381_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,87.2,20.34,0.797,0.6765,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1964765
pair_L08_xDOP0382_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,83.4,20.9,0.774,0.9977,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2533417
pair_L08_xDOP0383_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.8,21.86,0.72,0.6989,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1858650
pair_L08_xDOP0384_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.8,21.89,0.738,0.6897,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1888963
pair_L08_xDOP0385_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,93.6,21.47,0.727,0.7267,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2201972
pair_L08_xDOP0386_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,91.1,20.91,0.751,0.7585,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1905044
pair_L08_xDOP0387_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,89.8,22.22,0.693,0.9999,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2498313
pair_L08_xDOP0388_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,69.7,22.61,0.618,0.8149,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1981250
pair_L08_xDOP0389_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,21.39,0.775,0.9518,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2501423
pair_L08_xDOP0390_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,89.5,21.35,0.696,0.9639,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2479913
pair_L08_xDOP0391_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.8,21.01,0.745,0.5735,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1671009
pair_L08_xDOP0392_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.5,21.76,0.761,0.9865,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2495873
pair_L08_xDOP0393_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.8,21.63,0.738,0.9361,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2382652
pair_L08_xDOP0394_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.9,20.96,0.704,0.8041,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2036493
pair_L08_xDOP0395_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,81.3,21.05,0.781,0.7946,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2146630
pair_L08_xDOP0396_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,77.2,20.96,0.681,0.9984,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2564981
pair_L08_xDOP0397_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,72.0,20.93,0.793,0.7745,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2169502
pair_L08_xDOP0397_rect.npz,ortholoc,L08,rect_ortho,rect,partial,,72.0,20.93,1.0,0.3971,640,test_outPlace,c_L08,heldout,exact,0.1,аналитическая,0.50,,photo,764348
pair_L08_xDOP0398_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,100.5,20.82,0.759,0.9779,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2542399
pair_L08_xDOP0399_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,76.0,20.76,0.78,0.9006,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2526282
pair_L08_xDOP0400_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.8,21.23,0.723,0.9945,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2472409
pair_L08_xDOP0401_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,22.17,0.767,0.9811,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2438419
pair_L08_xDOP0402_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,74.5,21.13,0.74,0.9536,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2472877
pair_L08_xDOP0403_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.3,21.13,0.766,0.9257,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2333568
pair_L08_xDOP0404_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,71.9,20.81,0.6,0.9997,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2555700
pair_L08_xDOP0405_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.1,21.34,0.79,0.5249,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1654166
pair_L08_xDOP0406_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.4,21.72,0.645,0.603,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1660378
pair_L08_xDOP0407_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,21.2,0.798,0.8001,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2177137
pair_L08_xDOP0408_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.8,22.23,0.704,0.9982,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2309985
pair_L08_xDOP0409_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.2,20.41,0.743,0.9584,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2484870
pair_L08_xDOP0410_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,83.9,20.48,0.724,0.6494,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1968548
pair_L08_xDOP0411_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.4,22.36,0.727,0.9812,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2461465
pair_L08_xDOP0412_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.3,22.22,0.701,0.9495,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2353804
pair_L08_xDOP0413_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,99.9,21.56,0.696,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2497939
pair_L08_xDOP0414_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.8,21.76,0.691,0.9069,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2382953
pair_L08_xDOP0415_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,94.9,21.9,0.731,0.952,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2235866
pair_L08_xDOP0416_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.7,21.54,0.759,0.9681,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2414651
pair_L08_xDOP0417_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.7,21.54,0.723,0.969,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2378807
pair_L08_xDOP0418_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,77.2,21.83,0.721,0.6395,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1798098
pair_L08_xDOP0419_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.3,21.7,0.704,0.9999,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2569866
pair_L08_xDOP0420_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.2,21.41,0.742,0.9529,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2479451
pair_L08_xDOP0421_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,86.0,21.78,0.719,0.7326,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2162204
pair_L08_xDOP0422_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,82.1,21.4,0.801,0.9052,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2383402
pair_L08_xDOP0423_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,99.4,21.7,0.684,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2441177
pair_L08_xDOPDSM0000_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,95.4,22.61,0.692,0.944,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2165161
pair_L08_xDOPDSM0001_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,73.0,20.75,0.574,0.9926,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2510079
pair_L08_xDOPDSM0002_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,78.4,22.19,0.672,0.9808,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2246347
pair_L08_xDOPDSM0003_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,75.3,20.77,0.602,0.9965,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2574832
pair_L08_xDOPDSM0004_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.0,20.62,0.789,0.9826,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2650837
pair_L08_xDOPDSM0005_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.4,21.22,0.672,0.9834,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2427127
pair_L08_xDOPDSM0006_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.1,21.35,0.845,0.5364,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1714884
pair_L08_xDOPDSM0007_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.3,21.78,0.668,0.8303,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2331200
pair_L08_xDOPDSM0008_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.9,21.28,0.774,0.782,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2100607
pair_L08_xDOPDSM0009_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.2,21.76,0.672,0.7634,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1932973
pair_L08_xDOPDSM0010_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,87.2,21.33,0.778,0.9953,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2689144
pair_L08_xDOPDSM0011_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.8,21.24,0.712,0.9997,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2510635
pair_L08_xDOPDSM0012_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,92.6,21.02,0.681,0.8968,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2216977
pair_L08_xDOPDSM0013_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,69.9,22.45,0.555,0.8601,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2028910
pair_L08_xDOPDSM0014_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,94.3,20.97,0.747,0.8747,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2377827
pair_L08_xDOPDSM0015_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,100.6,20.69,0.778,0.9031,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2504618
pair_L08_xDOPDSM0016_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,74.9,20.58,0.754,0.6894,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2006066
pair_L08_xDOPDSM0017_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.7,21.33,0.766,0.9858,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2497076
pair_L08_xDOPDSM0018_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,84.5,21.41,0.809,0.9882,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2679929
pair_L08_xDOPDSM0019_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,88.9,22.34,0.703,0.5651,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1683863
pair_L08_xDOPDSM0020_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.7,20.97,0.7,0.7451,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2199889
pair_L08_xDOPDSM0021_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.1,21.89,0.769,0.8989,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2197415
pair_L08_xDOPDSM0022_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,87.0,22.42,0.691,0.9273,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2283639
pair_L08_xDOPDSM0023_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,86.1,22.34,0.606,0.9174,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2265465
pair_L08_xDOPDSM0024_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,81.8,21.81,0.703,0.9906,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2388980
pair_L08_xDOPDSM0025_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.2,20.97,0.754,0.9271,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2506485
pair_L08_xDOPDSM0026_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.1,21.94,0.665,0.8623,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2277063
pair_L08_xDOPDSM0027_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,73.2,22.7,0.602,0.9913,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2105223
pair_L08_xDOPDSM0028_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,89.7,21.72,0.731,0.7496,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2023294
pair_L08_xDOPDSM0029_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.3,21.95,0.755,0.8116,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2099197
pair_L08_xDOPDSM0030_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.9,21.71,0.712,0.9989,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2632939
pair_L08_xDOPDSM0031_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,77.4,20.99,0.733,0.9977,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2561581
pair_L08_xDOPDSM0032_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.4,21.73,0.727,0.9964,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2488148
pair_L08_xDOPDSM0033_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,94.8,21.61,0.694,0.8339,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2188131
pair_L08_xDOPDSM0034_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.8,21.6,0.729,0.7708,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2094186
pair_L08_xDOPDSM0035_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,94.9,20.76,0.747,0.8016,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2288393
pair_L08_xDOPDSM0036_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.9,21.78,0.649,0.8931,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2204793
pair_L08_xDOPDSM0037_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,85.4,20.84,0.797,0.9275,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2326175
pair_L08_xDOPDSM0038_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,84.8,21.99,0.704,0.6589,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1869973
pair_L08_xDOPDSM0039_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.7,21.96,0.727,0.997,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2471550
pair_L08_xDOPDSM0040_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,97.8,21.76,0.668,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2565061
pair_L08_xDOPDSM0041_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,73.5,22.27,0.579,0.9533,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2324522
pair_L08_xDOPDSM0042_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.7,21.42,0.739,0.5437,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1655767
pair_L08_xDOPDSM0043_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,100.0,21.49,0.801,0.9789,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2494526
pair_L08_xDOPDSM0044_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.2,21.61,0.793,0.8155,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2131704
pair_L08_xDOPDSM0045_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,66.6,20.65,0.75,0.9488,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2548433
pair_L08_xDOPDSM0046_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.2,21.02,0.75,0.9916,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2559181
pair_L08_xDOPDSM0047_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,95.9,22.44,0.707,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2378845
pair_L08_xDOPDSM0048_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.0,21.3,0.698,0.9761,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2402251
pair_L08_xDOPDSM0049_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,86.3,22.12,0.777,0.6318,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1745993
pair_L08_xDOPDSM0050_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,73.2,22.16,0.613,0.978,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2421821
pair_L08_xDOPDSM0051_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,76.7,22.58,0.653,0.9951,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2557668
pair_L08_xDOPDSM0052_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.4,21.34,0.684,0.9851,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2481516
pair_L08_xDOPDSM0053_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,98.1,21.93,0.763,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2383407
pair_L08_xDOPDSM0054_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,100.1,21.2,0.722,1.0,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2582442
pair_L08_xDOPDSM0055_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,87.5,21.7,0.68,0.4678,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1560788
pair_L08_xDOPDSM0056_asis.npz,ortholoc,L08,frame_xdop,asis,inside,,67.9,22.34,0.684,0.9999,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2223811
pair_L08_xDOPDSM0057_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,94.8,21.23,0.809,0.6905,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1972342
pair_L08_xDOPDSM0058_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,77.0,20.93,0.645,0.7622,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1938557
pair_L08_xDOPDSM0059_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,99.0,22.06,0.669,0.8774,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2350570
pair_L08_xDOPDSM0060_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,96.9,21.31,0.766,0.9564,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2382266
pair_L08_xDOPDSM0061_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.7,21.51,0.746,0.5505,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1707005
pair_L08_xDOPDSM0062_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,92.9,20.85,0.75,0.9731,896,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2543904
pair_L08_xDOPDSM0063_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.4,21.39,0.723,0.6167,640,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,1689501
pair_L08_xDOPDSM0064_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,98.2,21.43,0.731,0.9915,1024,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2465400
pair_L08_xDOPDSM0065_asis.npz,ortholoc,L08,frame_xdop,asis,partial,,97.2,21.88,0.672,0.9841,768,test_outPlace,c_L08,heldout,registered,1.025,измерено,1.00,,photo,2227945
